username,tweet,retweets,likes
damibeneyto,#AStarIsBorn is an acting lesson. I didn't think about Lady Gaga not even once. Her acting chops are so perfect it's scary. Bradley is TERRIFIC in his role and a beyond talented director. He took care of details many others wouldn't even consider. The music is at another level.,1,9
reviewersu,"Cinema Dispatch: #AStarIsBorn  https://reviewersunite.com/2018/10/06/cinema-dispatch-a-star-is-born/ …  Does the year's first exercise in highly refined Oscar Bait manage to be just a phenomenal debut for Bradley Cooper as a director and Lady Gaga as a Hollywood star, or is this remake headed for the bargain bin?",1,0
andiparry,Absolutely loved #AStarIsBorn @ladygaga was superb  I can see an Oscar coming her way👏👏👏 pic.twitter.com/MU2b0CJohF,1,1
yassimua,Jackson everytime ally tried to see where he was #AStarIsBorn  https://twitter.com/MYLESnmySNEAKS_/status/1047252044199997441 …,1,2
blankblinks,Monsters! which one is better? I will make photo ticket! #AStarIsBorn  pic.twitter.com/QLFCCaI2e3,1,2
alex_leader1,The true love story of the century #AStarIsBorn  pic.twitter.com/TbWRiwe3Iv,1,6
perryobree,I don't think I've ever shuddered at a movie. But I shuddered at #AStarIsBorn and tears just streamed down my face. It's so powerful and hard hitting and I can't recommend it's enough just WOW!! @ladygaga @wbpictures,1,4
mickeyryan,Not sure I’ve ever felt an entire audience intake breath at the same exact moment as happened at the end of A Star Is Born. Brilliant film huge applause to all involved. Also great to see 2 Alias alumni that Brads clearly still friends with #AStarIsBorn,1,2
doghousemediauk,Roma from netflixuk @netflix could well give #astarisborn the movie a run for its money at the #oscars - Alfonso Cuaron’s movie is Mexico’s official Oscar entry for 2019 #academyawards  https://www.instagram.com/p/BomasAaH4J6/?utm_source=ig_twitter_share&igshid=1x1sqzg0krfgp …,1,0
aplender,Easiest money you’ll make betting this year: @ladygaga to win at least one Oscar this year. #AStarIsBorn #Oscars,1,0
platinumjones,"Live out your #AStarIsBorn fantasy at karaoke tonight at @TheGeorgeBar, kicking off round 10pm with @LadyVeda @DavinaDevine followed by DJ sets from Veda and yours truly til’ late 😍🙌🏼 pic.twitter.com/5hn7R1i5Aw",1,4
_natalie_x,"Just got out of a Star is Born at @cineworld and there was a girl actually HYSTERICAL crying for the last 10 mins😂😂 Really good movie, great performances by both actors and loved the songs!! #AStarIsBorn",1,2
sharml,"Fell in love with #AStarIsBorn the moment I saw the title font. A pure, beautiful class act ❤ @starisbornmovie https://twitter.com/starisbornmovie/status/1048588697954791426 …",1,1
zunigator,#AStarIsBorn a review  pic.twitter.com/prlkY6aHmy,1,2
zachnoetowers,I didn’t cry during #AStarIsBorn but I also didn’t not cry. Basically if you were sitting anywhere near me in the theatre you heard 4-6 loud gay whimpers throughout the film,1,21
castawaystyless,this movie had me in tears @ladygaga #AStarIsBorn  pic.twitter.com/IKP1PGeTig,1,1
helfrank,"Why has @ODEONCinemas been showing trailers for #AStarIsBorn cert15 before PG and 12a films? Got a disappointed 12yo now, who wanted to see it....",1,0
smoo500,"I watched #AStarIsBorn in cinema today and wow, it was awesome😍 But you can expect a great movie when Bradley Cooper and Lady Gaga are in it (I like both very much)👌 They both played their parts brilliantly👌 And the songs were good too😁",1,1
javi_xcx,the GP watching #AStarIsBorn  pic.twitter.com/cYtfMZd5ip,1,8
mattrushing02,Don’t miss my review of #AStarIsBorn!   http://bit.ly/astarisborn42  pic.twitter.com/JzBSEVSmnI,1,1
clodaghmcginley,"seriously. I’m not just saying all of this as a fan of Gaga. This film is passionate, enthralling and cathartic. It’s gonna change lives, mine included. #AStarIsBorn #AStarIsBornOutNow",1,10
jennajenovich,A live shot of me watching @starisbornmovie... wow. 😢  pic.twitter.com/xjhW1fAjz3,1,8
lulu_says2,@starisbornmovie Literally just saw it & had no idea Cooper did his own singing and guitar playing. Absolutely amazing.,1,2
ariesebernard,"see theres the way you want me to feel about Why Did You Do That, and then theres the way it actually is @starisbornmovie",1,1
spartandaily,Contributing writer @elizarodrinews reviews the remake of the film @starisbornmovie. Check it out here:  http://bit.ly/2ydITmt  #AStarIsBorn #MovieReview pic.twitter.com/wWHUMqs5sI,1,3
rachaelshaw19,Literally just wow.....@ladygaga @starisbornmovie 😲😭,1,1
kidzbopisaiah,@wbpictures @LiveNationProds @ladygaga @starisbornmovie @LiveNation Sooooo good💫,1,2
julianbahell,@starisbornmovie #samelliot was OUTSTANDING !!! The best performance in the supporting cast !! His scenes with bradley really broke my heart. Hope he get nominations on the awards season. 👏🏾👏🏾👏🏾👏🏾👌🏽👌🏽,1,3
commonsense,"In @starisbornmovie, Bradley Cooper and @ladygaga shine in a tragic story of love and addiction. Perfect for teens 15+. #astarisborn #movies pic.twitter.com/4BDtAFKhpW",1,4
hennofourie,@starisbornmovie is definitely a must watch movie!! Would watch it tomorrow again! @ladygaga is such an amazing actor! 😭 And thanks @sterkinekor for the exclusive screening! pic.twitter.com/n6Vm2Gha3M,1,3
parleznola,"The way the talented #BradleyCooper reimagined the storyline of @starisbornmovie brings all this into clear and devastating focus: watch how you treat others, see with eyes of compassion, and get the help that you need. What an incredible film!  https://twitter.com/HollywoodSBlog/status/1050114850691665922 …",1,1
djgrif8,@starisbornmovie @ladygaga @amoebamusic I NEED TO WIN,1,0
shannonxleigh_,@ladygaga @starisbornmovie @LittleMix @PinnockD Is Leigh Anne okay??❤️,1,1
livenationncsc,Everything you've heard is true. Seeing is believing. @starisbornmovie  NOW PLAYING. Get tickets:  https://livemu.sc/AStarIsBorn  @LiveNationProds @wbpictures #AStarIsBorn pic.twitter.com/y0gsxY6P3V,1,1
petrorules,Can’t stop thinking about @starisbornmovie 😶,1,3
bgd99,@starisbornmovie @Hipjoanie I've hashtagged him #SexySamElliott #AStarIsBorn,1,4
jacquelinedola6,@starisbornmovie @mattblackhall Just got back from seeing this amazing movie. Lady Gaga and Bradley Cooper were amazing. The soundtrack is even better then the 1970s version. Wow. I loved it,1,0
businessmgtnews,The Great #American #Debate: Is A Star is Born the Worst #Movie Ever?  Read:  http://bit.ly/2EdbptP  #AStarIsBorn #AStarIsBornMovie #BradleyCooper #LadyGaga @BradleyCooperPA @ladygaga @starisbornmovie @LadyGagaMedia #Movies #Films #Moviereviews #Oscars #Oscars2019 #MovieNews pic.twitter.com/nMUyTwDI8e,1,2
tjuhospital,"DYK #tinnitus affects 25-40 million people in the US? In @starisbornmovie, Bradley Cooper's character suffers from the condition — otolaryngologist Dr. Fitzgerald explains how people cope with it & what the movie got right:  http://bit.ly/2NuQlON  via @phillydotcom @TomAvril1.",1,4
dadbodvanilla,TRY 👏🏻 AND 👏🏻TELL 👏🏻ME 👏🏻THE 👏🏻@starisbornmovie 👏🏻SOUNDTRACK 👏🏻ISN’T 👏🏻THE 👏🏻BEST 👏🏻FILM 👏🏻SOUNDTRACK 👏🏻OF 👏🏻THE 👏🏻YEAR.,1,1
misssychristine,"@starisbornmovie @ladygaga @amoebamusic Yes, yes!!!",1,0
kane_rodrigues,@starisbornmovie Premiere at @DolbyCinema was surreal. The stunning visuals in HDR & the brilliant Dolby Atmos sound mix literally felt like sitting amidst a live concert (that kick drum😍)!  The movie is out this weekend!   #AStarIsBorn #DolbyCinema #DolbyAtmos @ReelCinemas,1,2
hish_music,Finally going to see @starisbornmovie tonight! Heard only great things. Have you seen it?,1,6
robinstorry72,@starisbornmovie Seen it twice now and it was even more amazing the 2nd time round ...soundtrack on loop since Friday !!..thank you #BradleyCooper for making an amazing movie and @ladygaga slaying it once more.,1,9
herald_allison,"@HJHamilton9 @WAStateFair Hey, @iBradlycooper, @ladygaga, @NiijaK, @heatherparry, @wbpictures - Reporter for @thenewstribune here. We were all excited to see this WA State Fair poster in @starisbornmovie. Is someone behind the scenes from Puyallup? Any word on how it got there? We'd love to know & share!",1,11
vickster_mm,.@twentyonepilots reduce their album on UK iTunes to £5.99. @polydorrecords announce signed @ladygaga @starisbornmovie soundtrack UK CD and suddenly @twentyonepilots increase price back to 9.99. #GameOver for that Number One!!,1,2
georgewrighster,@starisbornmovie @JakeBrownRadio Soundtrack is dope!,1,1
domoo_bird,"@starisbornmovie was seriously such an incredible movie. I can’t get over how emotional i was watching the whole movie. @ladygaga and Bradley, you guys did amazing ❤️",1,1
joshblunsden,"I never doubted that @ladygaga would be a superb actress, but she is utterly mesmerising in @starisbornmovie and gives a phenomenal and genuine performance in both her singing and acting. Couldn’t take my eyes off her.",1,0
sameastonair,In today’s news that will make your heart explode: Charlie - the adorable pup in @starisbornmovie - is Bradley Cooper’s ACTUAL dog.   I’m done. 😭  pic.twitter.com/kMNK0NkynX,1,11
allanmandy,"I’m already a huge @ladygaga fan, but man, after #AStarIsBorn my love for her has pierced a totally different plane of transcendence. @starisbornmovie",1,3
starrymag,.@starisbornmovie is in theaters now! Before snagging a seat to see the film be sure to read reporter @sleepingkoala45's #moviereview  http://starrymag.com/a-star-is-born/  to see if this star shines or is fast to fade. #AStarisBorn,1,2
theharveycentre,"A musician helps a young singer and actress find fame, even as age and alcoholism send his own career into a downward spiral in the incredible @starisbornmovie! 😲  Grab your tickets now from @cineworld 🍿 #AStarIsBorn pic.twitter.com/5j19ZJGtKA",1,1
irn_bri,I seen @starisbornmovie last night and I've had an out of body experience ever since,1,2
katierosefranyo,hello I sang #Shallow from @starisbornmovie !! @ladygaga was so beyond inspiring and I continue to admire her hard work. Check it out!  https://www.facebook.com/thekatierosemusic/posts/744492045883395/ …,1,2
1079thelink,Have you seen @starisbornmovie yet? You’ll need even more tissues after you learn about the tragic story behind @ladygaga’s performance during the final scene.  https://bit.ly/2ORKUhv  pic.twitter.com/Eic5ulwAo8,1,1
chunieigh,"@ladygaga @starisbornmovie @LittleMix 2 female legends, we stan.",1,4
adigtv,I’m #obsessed @starisbornmovie was amazing. ✨🙌🏼 #dreams #love #heartbreak pic.twitter.com/35i6PFnsNe,1,8
platinumixer,@ladygaga @starisbornmovie @LittleMix please release the #WomanLikeMe lyric video at the same time ww on friday,1,0
crackedlisa,@ladygaga @starisbornmovie @LittleMix any tips for things we need to prepare this Friday aside from oxygen tank? 😂 #WomanLikeMe,1,5
elainean3,"@ladygaga @starisbornmovie @LittleMix Jade please tell your label to drop #WOMANLIKEME at the SAME TIME worldwide, so we will hear it at the SAME TIME! And you will not lose any stream...",1,5
jesysengine,"@ladygaga @starisbornmovie @LittleMix jade, comeback to the philippines and i'll give yall a mango tree",1,11
creynolds859,@ladygaga @starisbornmovie @LittleMix I like it too.,1,0
jadeskween,@ladygaga @starisbornmovie @LittleMix Jade please from #WomanLikeMe the same time ww & send it to US radios asap,1,2
rimaviciuteska1,@ladygaga @starisbornmovie @LittleMix I'm about to watch this movie in theatre on Friday. It's good right? I'm so excited x #WomanLikeMe 🌹✨,1,2
ghostofleigh,@ladygaga @starisbornmovie @LittleMix Collab pls,1,4
badgalbadwi,@ladygaga @starisbornmovie @LittleMix jade! ilysm 💗 hoping you could love me back,1,2
mixerkweens,@ladygaga @starisbornmovie @LittleMix Can you please look at my pinned Jade ❤️,1,2
megan_sagar,lady gaga and bradley cooper’s acting was just as good if not better than the platter beforehand. go see @starisbornmovie i’ve had the soundtrack stuck in my head all week ⭐️⭐️⭐️⭐️  pic.twitter.com/rWdHOEgI8b,1,6
amr_rach,OMG! Total work distraction. I heard #bradleycooper @starisbornmovie  is going to sing at @GlastoFest next year. Is this true! (faints immediately) @WarnerBrosUK Hey @modelrecommends Lets Do This! #countingthesleeps #starisborn pic.twitter.com/PsBOLA2BmK,1,4
avenorm1,@starisbornmovie the on stage concert scenes are dynamic + awesome sound & a captivating love story,1,0
trprecruitment,"You will love @starisbornmovie and you will love @ladygaga's costumes even more! The mix of vintage, her own clothes and custom @gucci gives her a look in which we've never seen her. #AStarIsBorn #AStarIsBornMovie #BradleyCooper #LadyGaga #movies #fashion #Gucci #vintagefashion pic.twitter.com/zZkDMQuUuk",1,0
rickybaeza91,"In the past 5 days, I’ve seen @starisbornmovie 4 times. One, im so happy people resort to me for anything Gaga related, two, does this make me obsessed? She better get that damn Oscar. Him too!",1,0
dioney_alberto,My new #Shallow Single Cover Edits | #AStarIsBorn #LadyGaga #bradleycooper @starisbornmovie @ladygaga | By Damg 🌟 pic.twitter.com/QRINV7pV2r,1,11
watsonn09,"Loving @starisbornmovie !! Incredible performances @ladygaga #bradleycooper , #SamElliot & all cast! Sound track amazing! Check out this film which I'm sure will be nominated for multiple awards. #film #music #movies pic.twitter.com/6pZO0dYpA6",1,4
suzeewong,"Went to see @starisbornmovie with @jrjewing #sensational @ladygaga & #BradleyCooper #superb, you both took our breaths away, music was 💓💓",1,1
emilyannwells,"Went and saw #AStarIsBorn tonight! It was so so good!! Also, it was so sad at the ending! 😭 It was one of the best movies I've seen recently!! Read all my thoughts on the movie below! Well done, @ladygaga & #BradleyCooper! 🎉👏🏻👏🏻 @starisbornmovie  pic.twitter.com/UBerMtITyT",1,1
kyallegend,Also I’ve never cried so much in my life @starisbornmovie. Beautiful movie.,1,6
vegasmamas,Finally. @starisbornmovie #VEGASMAMAS #astarisborn @ladygaga #bradleycooper #redrockcasino #summerlinlife  https://ift.tt/2ONQJMN  pic.twitter.com/UIu6vmmd8Y,1,2
alyssaheller_xo,@starisbornmovie WHY DID YOU DO THIS TO ME. I CAN’T BREATH. 😭,1,0
jodisjourneys,“A Star Is Born”-AMAZING! Bradley Cooper & @ladygaga gave incredible performances & the music=superb!Bradley & Gaga should take the music on tour-I would be first in line for tix! It’s going to be a great awards season! @starisbornmovie @RecordingAcad @TheAcademy @goldenglobes,1,5
scottjosee,If you need a good cry go watch @starisbornmovie!! Soo good 😍,1,2
missmeganmann,"We honestly don’t even deserve @starisbornmovie. It was so insanely good. Soundtrack, writing, acting. Everything.",1,2
kmargeanton,"@starisbornmovie is the best movie i've seen in a loooong time! Thank you @ladygaga and bradley cooper! The acting, the music and connection between these two are second to none.",1,0
twerkfishtwerk,"Feeling so many damn emotions right now after seeing @starisbornmovie ! The cast, plot, acting, and singing was brilliant.",1,4
xxcamtheman,Thank you @starisbornmovie,1,2
morgansstafford,I had high expectations for @starisbornmovie and it exceeded them. Hard to imagine a better film in 2018.,1,5
frostygary,"Get home look in the mailbox pull out my October Issue of Rolling Stone magazine, open it up and see @ladygaga featured for @starisbornmovie yasss! #PawsUp baby ❤️ pic.twitter.com/wQJ2YB9qVz",1,7
brooksad,"Went to go see @starisbornmovie, & while I’ve had the soundtrack on repeat, this is what really stuck with me: it’s a love story, but it’s also about working toward your dreams, even when those whom you love most let you down. Don’t let anyone take away what you’ve worked for.",1,17
bunnycakey,The cheeky smile of someone completely unaware of how brutally their heart is about to torn to pieces after seeing @starisbornmovie . 📸 @jarod2d pic.twitter.com/moe1DamU7N,1,1
sam_tuero,I haven’t posted a review in awhile but #AStarIsBorn brought me back to it!   ⭐️5/5⭐️  pic.twitter.com/RptsDIpsXw,1,8
kiimberlytaylor,Saw #AStarIsBorn yesterday and all I have to say is  pic.twitter.com/PDf9JzpL47,1,2
be_nicemedia,Bradley Cooper Talks His Scenes With Lady Gaga In A Star Is Born #AStarIsBorn  https://buff.ly/2RukqRS  pic.twitter.com/fl6Y9azI7M,1,1
nicolebglasgow,Listening to A Star is Born ⭐️ @ladygaga #AStarIsBorn #soundtrack #dontcry,1,0
nataliegaga_x,Still can’t get over how good #AStarIsBorn was ❤️ @ladygaga pic.twitter.com/ZruN7WBAjy,1,2
scottlipps,"@LaraGhraoui A stop by from @laraghraoui and therealdukelabradoodle is always fun, yes, the dog from #astarisborn #labradoodle #puppy #love @ Dream Hollywood  https://www.instagram.com/p/BoxUZQplxi-/?utm_source=ig_twitter_share&igshid=1ieyvenn098bs …",1,3
jennasparkes_,A Star Is Born is amazinggggg ✨ #AStarIsBorn,1,1
hannah_sievert,"Instead of praying at church, I think we should all hold hands and sing “Shallow” from the hit movie #AStarIsBorn because it would be an equally spiritual experience",1,4
bestinpopcult,#Shallow - 🇺🇸US (so far) •#16 Spotify •#36 Apple Music  •Currently on: -Apple Music’s “Today’s Hits” playlist -Spotify’s “Today’s Top Hits” playlist @ladygaga #LadyGaga #LittleMonsters #BradleyCooper #AStarIsBornSoundtrack #AStarIsBorn #ShallowStreamingParty pic.twitter.com/xfugghciOx,1,2
marqueemarc,Download Shallow and the I'll Never Love Again Bradley Cooper/Lady Gaga duet immediately! #AStarIsBorn #teamgaga https://twitter.com/Variety/status/1050150478263316480 …,1,4
iamcherylberry,"OK so I hate to admit it - everyone knows I’ve never been a fan of @ladygaga, but she was incredible in A Star Is Born. Bradley Cooper was amazing as always. I’m still in awe. The film was everything I hoped for and more. #AStarIsBorn ⭐️⭐️⭐️⭐️⭐️",1,4
bprzybylo,"Enjoying OU bye week... strong recommendation for #AStarIsBorn. Bradley Cooper will always be Sack Lodge, but that was really good. And Lady Gaga was great, well worth it",1,15
bscbobcatsbuf,Teamwork makes the dream work! #AStarIsBorn #CountdownToTipOff #DoDamage #bscbflobobcats #bobcatsnation pic.twitter.com/efgmLjDln0,1,1
amymackelden,"More flashing lights than a J.J. Abrams trilogy, and songs from the #Nashville cutting room floor #AStarIsBorn #AStarIsBornMovie #astarisbornreview #AStarIsBornSoundtrack: https://clarissaexplainsfa.com/blog/2018/10/9/a-star-is-born-review-bad-reviews-lady-gaga-bradley-cooper …",1,3
thejeffbezos,Sellin’ out arenas bish I’m XANDREW DICE CLAY #AStarIsBorn,1,1
lindafreeman_,@movie_gal_10 “I’m off the deep end/watch as I dive in/I’ll never meet the ground” ~ “Shallow” #AStarIsBorn,1,2
girlstolelondon,Am I the only one who hasn’t seen #AStarIsBorn? Yeah? Cool.,1,69
abbybacon_72,Ugly crying in the theatre is not a mood.... #AStarIsBorn,1,2
joetfm,My review of #AStarIsBorn is due for release via @thefilmagazine tomorrow. I apologise for the wait; it's been a busy week and we had some really good stuff to put out.,1,2
scream101pod,"Our review of #AStarIsBorn is up on  http://patreon.com/scream101  and after sergio gets done distracting Brennan for three solid minutes, it's a doozy. Why not check it out, along with many more current reviews including #ThePredator and #ASimpleFavor!",1,3
mohamedacu,OMG can’t wait anymore #AStarIsBorn  https://twitter.com/abs_a93/status/1050144735179014144 …,1,2
mtcn_reviews,Check out our latest review of A Star is Born! Who knew Lady Gaga could act?! #AStarIsBorn #BradleyCooper #LadyGaga #countrymusic #smallyoutubers #smallyoutubercommunity #IAmACreator @YoutubePromo8 @TheYTForum @supcreators @YouTubeBlastOff @YTHH2018 https://youtu.be/F3nfmAiqXto ,1,3
skyebenson,"Full cinema & not a dry eye in the place (including hubby). @ladygaga & Bradley Cooper are phenomenal in #AStarIsBorn  All the more poignant on #WorldMentaHealthDay  Don’t struggle in silence people, there’s help out there, talk to someone please! @samaritans",1,2
janeyjane,@LydiaEmillen 😍 I so really want to go and see this film ~ will I need tissues? 😢😢 #AStarIsBorn,1,4
geeksundergrace,"New month, new #movies! Which ones do we thing will #Boom, #Bust, or just be #Meh?  #VenomMovie #AStarIsBorn #FirstMan #JohnnyEnglishStrikesAgain #Goosebumps2Movie #TheHouseWithAClockInItsWalls #Smallfoot #NightSchool #ThePredator #TheNun http://www.geeksundergrace.com/movies/boom-bust-or-meh-october-2018/ …",1,2
glamourmag,Spoilers—and full-blown tears—ahead. #AStarIsBorn  http://glmr.co/apta73w ,1,6
rwmead,"#AStarisBorn was a very good movie. Not the sort of film I normally see but a very interesting one. The most surprising thing is that as much as like I her stage persona, Lady Gaga may even be more likable as a regular person - ironic, as one theme of the film is authenticity.",1,2
hrmarioman,Already have A Star Is Born Soundtrack album on my iPhone. Now time to buy a CD from Target store! ^3^ ⭐️💛 #AStarIsBorn,1,3
hannahmel21,is feeling sad after #AStarIsBorn 😕,1,0
realstouffer,I can’t get this song out of my head! Now it’s in yours...you’re welcome. #astarisborn  https://www.instagram.com/p/BoxIzr4g4qK/?utm_source=ig_twitter_share&igshid=1ja8r006bd34y …,1,5
jazwalder,#AStarIsBorn is one of those films that stays in the forefront of your mind days after watching. Amazing direction from #BradleyCooper and @ladygaga gives a stunning performance. So moving and heartbreaking 😢,1,4
liamjoeireland,Liam De Blogs: A Star is Born Review  http://liamdeblogs.blogspot.com/2018/10/a-star-is-born-review.html?spref=tw …  A STAR IS BORN  IS A BEAUTIFUL MOVIE AND YOU ALL NEED TO WATCH IT  #AStarIsBorn  pic.twitter.com/c0OkN1L3Di,1,2
_johnwayne_94,Just watched #AStarIsBorn the second time 🤩,1,1
ladysafii,"Omg #AStarIsBorn is amazing I can't even 😭💗💔 GaGa I love you so much you killed It ur acting and ur voice!!! I wore this veil today for you Logan, rest in heaven 💗 I watched for me and him since he didn't get the chance to watch It 💔 #Peace #LittleMonsters #LadyGaGa pic.twitter.com/pQ9s2HuipI",1,4
ryan13c,Join us as the one and only @ShehanKatie joins us for our review and then we proceed to bicker like an old married couple. #AStarIsBorn  https://twitter.com/r_bmoviecast/status/1049979283458990081 …,1,3
alecblome,REVIEWS (spoiler-free) 👀 #Venom "it's going for the laughs" 👇  http://fantasymovieleague.com/posts/3697/spoiler-free-review-venom …  AND  #AStarIsBorn "it's going for the tears" 👇  http://fantasymovieleague.com/posts/3699/spoiler-free-review-a-star-is-born … pic.twitter.com/m8B9r79yZZ,1,0
ryanhtafc21,Wow wow wow absolutely speechless!! The most beautiful moving film I've ever seen 😍😍 @ladygaga my musical idol absolutely shone in this film she played her character unbelievably!! I am emotional rn 😭😭 #AStarIsBorn,1,2
_renaissancelit,"If you loved #BradleyCooper and #LadyGaga's #AStarIsBorn, then read up on the history of one of the oldest stories in Hollywood, written by #LornaLuft, daughter of #JudyGarland! pic.twitter.com/yIoIqsZV0Z",1,1
bunnifer33,Lady Gaga was brilliant and also Bradley Cooper in a somewhat slow film … nobody can beat the Judy Garland version #astarisborn #ladygaga,1,3
lastritez,"#AStarIsBorn is amazing , very poignant for my wife and I after what we have both endured this year. Fell apart , @ladygaga is amazing.  ⭐️⭐️⭐️⭐️⭐️",1,7
sequins4thought,"Ally: I don’t need to dance to showcase my music Rez: Bitch- dance, trust me Ally:  #astarisborn  pic.twitter.com/Ua5gJiit4H",1,2
take_meawaynow,Can't wait for Saturday to finally watch #AStarIsBorn I'm so excited.,1,4
danpgsimpson,Nothing but respect for MY favourite version of #AStarisBorn  pic.twitter.com/C3RvmzB3zd,1,3
leolloofficial,I'M A FREE BITCH BABY. I DID JUST COME OUT AS GAY ❤ #AStarIsBorn  I was born this way. Can't ready my Poker Face  pic.twitter.com/Cped8KVwza,1,1
jkushinka,#AStarIsBorn =A GaGa=A+++++ #chills,1,5
jakesbored,Just thought I’d once again point out how great #AStarIsBorn was. I want to watch it again!!  pic.twitter.com/AE2woGCREn,1,1
reel_speak,Opinion: The Top 10 Best Remakes  https://reelspeak.blogspot.com/2018/10/a-reel-opinion-top-10-best-remakes.html?spref=tw … #movies #AStarIsBorn  pic.twitter.com/8Hpg6SD5Nu,1,0
chelslarrr,Was not prepared for that at all #AStarIsBorn 😭,1,0
goldderby,Remember when Beyonce was supposed to be in #AStarIsBorn?  https://www.goldderby.com/article/2018/a-star-is-born-how-lady-gaga-replaced-beyonce-bradley-cooper-clint-eastwood/ … pic.twitter.com/xQENDfQZtS,1,0
annie_mackey,My poor little heart is overwhelmed with emotion after watching #astarisborn @ladygaga & @BradleyCooperPA you deserve awards for that film! Amazing!!,1,0
littleartpopx,So what’s the tea then @vuecinemas why aren’t you screening #AStarisBorn even though you held the premiere in Leicester Square 🤔🌟,1,2
kilncinema,"For a chance to win 2 free tickets to one of our #AStarIsBorn screenings, tell us the 4 Bradley Cooper films from these 4 non-Bradley-Cooper images before 10am, Friday 12 October  pic.twitter.com/caHUY1BcIr",1,1
nme,@ladygaga @LadyGaga’s #AStarIsBorn character was based on her ‘life experience’  http://fal.cn/SERG  pic.twitter.com/Rn8aRN2Avx,1,10
gagascamila,I just saw #AStarIsBorn and I’m speechless. it was so beautiful and emotional and wonderful..😭 just WOW,1,11
lydmegevans,Watched #AStarIsBorn yesterday and I can't stop thinking about it. Bradley Cooper is utterly amazing and his voice is something else! 😍,1,1
monsterazzi,"“Don’t want to feel another touch. Don’t want to start another fire. Don’t want to know another kiss, no other name falling off my lips. Don’t want to give my heart away to another stranger or let another day begin.” #AStarIsBorn  Every time I hear I’ll Never Love Again:  pic.twitter.com/rDkdzPbTX3",1,4
baileypmiller,#AStarisBorn has moved me to my core. It’s early but I predict it will be best picture of the year! Proud of my dad and his part in this impactful film. He was Bradley Cooper’s stunt double! He is the far left in the pic with the stunt team and Bradley. Have you seen it?!  pic.twitter.com/Qo8n2O8Mpg,1,21
tvseriesandmov4,[FULL] Watch A Star Is Born  √Full Movie HD 1080p Quality Online™  Click Link And Watch>>  http://bangdensmovies.stream/movie/332562/a-star-is-born.html … #MovieReview #movies123 #MoviePass #AStarIsBornMovie #AStarIsBorn #astarisborn soundtrack @AStarIsBornInSA @im_goga pic.twitter.com/VEpcUKXRWq,1,1
josephs15486411,"Just seen #AStarIsBorn movie, quite a relevant film for today’s #WorldMentalHealthDay2018. We see faces but may not actually tell the real stories inside. Asking #areyouok? helps. #letstalk #letsbekind #youreastar ⭐️",1,1
wiwt_uk,Our review of #AStarIsBorn is at  http://whatiwatchedtonight.co.uk/a-star-is-born  #MovieReview #ladygaga #bradleycooper pic.twitter.com/rx6BxfPocC,1,1
itsantoninrd,<—— pleure encore et encore sur I’ll never love again #AStarIsBorn,1,3
juliusmasey,Watched #AStarIsBorn with @mathyconcepcion,1,1
kirstytaylor111,Just ordered a copy of #AStarisBorn @ladygaga can’t wait🤩 #UkLilMonster #ilBeSingingAlong 🎤🎬🎼 pic.twitter.com/NtBcSDV9rZ,1,0
warnerbrosca,“Are you happy in this modern world?” | #AStarIsBorn  pic.twitter.com/AdLk8nZpzm,1,7
spaceagefilms,"SCREEN ON THE GREEN, Islington. Today.  That’s 1976, 1977 and 1978 right there.  #cinema #suspiria #halloween #astarisborn #screenonthegreen pic.twitter.com/tJjfgwOm5S",1,5
syfy,We’re just wondering why a singer has not been named ‘Tarantula Nebula’ yet. #AStarIsBorn,1,12
thesarahgorman,explain to me what #astarisborn has to say that josie and the pussycats hasn't already said,1,3
annackles,**"I'll never love again" starts playing** Me:  #AStarIsBorn #LadyGaga pic.twitter.com/tL7mZVRNKL,1,2
koko91,Oh please let me find a man who looks at me the way Bradley Cooper looks at Gaga. A Star is Born was PHENOMENAL. 😍 #astarisborn #oscars #gaga #yasqueen pic.twitter.com/tgYoHDAjZP,1,5
nangdee,"ฟังเพลง วนไป Look What I Found , Is That Alright? , Maybe It's Time , I'll Never Love Again ,Shallow #AStarIsBorn #LadyGaga, #BradleyCooper  https://news.nangdee.com/viewtopic.php?nid=15272 … pic.twitter.com/WGHsHth1Yc",1,1
gwenilyn,Is anyone else finding it impossible to move on with their life after seeing #AStarIsBorn ? Like seriously I don’t think I’ll ever get over it...,1,2
buttered_pop,"On our latest pop culture rundown, @TheRealRyAlk & @ArminMahram discuss anticipation for #TheMandalorian, their thoughts on Joaquin Phoenix's Joker, and more. They also play a game of #IntoItorOverIt on upcoming films #Venom, #AStarIsBorn, and #FirstMan. https://itunes.apple.com/us/podcast/episode-253-the-rymie-pop-culture-rundown-october-5th-2018/id1110078361?i=1000421187899&mt=2 …",1,2
thearneee,"@ladygaga A Star Is Born is the best movie of the year, so much feelings in one movie #AStarIsBorn",1,2
patspreserves,Omg!!😍 #AStarIsBorn is unbelievable @ladygaga and Bradley Cooper wow #Oscar,1,2
madaboutmovies,🚨New episode alert🚨We’re digging into the newest DC news and then Kent and Richard are joined by a special friend of the show to discuss/cry over A Star is Born! Listen now! #AStarIsBorn  http://smarturl.it/madam  pic.twitter.com/9nxpOELhNL,1,4
